merchant_city,merchant_state,jumlah_transaksi,total_volume
Brownsville,KY,1,1.74
Brownsville,MN,1,11.14
Brownsville,PA,1,61.82
Browntown,WI,1,162.76
Bruce,WI,1,15.42
Bruneau,ID,1,35.54
"Bryans Road",MD,1,2.89
Bryant,AR,1,23.70
"Buckeye Lake",OH,1,9.50
Buckhorn,KY,1,32.87
Buckley,WA,1,26.13
Bucksport,ME,1,42.78
Buellton,CA,1,86.41
"Buena Vista",GA,1,3.58
Buffalo,MO,1,10.78
Buhl,AL,1,61.41
Buhl,MN,1,13.12
"Bull Shoals",AR,1,0.89
Burbank,WA,1,41.11
Burlington,WI,1,1.45
Burna,KY,1,15.85
Burton,WV,1,56.08
Bushnell,FL,1,140.00
Butternut,WI,1,120.00
"Buzzards Bay",MA,1,102.21
Byhalia,MS,1,17.44
Byron,NY,1,46.90
Cabery,IL,1,55.93
Cairo,IL,1,13.64
Caldwell,KS,1,49.89
Caledonia,MS,1,17.23
Calhoun,LA,1,37.05
Calhoun,TN,1,17.16
Callands,VA,1,113.06
Callender,IA,1,35.38
Calumet,MI,1,27.37
Cambridge,IL,1,242.08
Cambridge,WI,1,17.02
Camden,TN,1,21.57
Camdenton,MO,1,39.68
"Campbell Hill",IL,1,182.22
Canby,MN,1,45.89
Canehill,AR,1,8.88
Canon,GA,1,5.60
Capron,VA,1,201.90
Capshaw,AL,1,2.32
Carbondale,PA,1,70.16
Caribou,ME,1,72.83
Carlisle,IN,1,40.00
Carlsbad,NM,1,160.67
Carnation,WA,1,17.41
Carrollton,KY,1,16.02
Carson,VA,1,2.10
Carsonville,MI,1,21.59
Cartersville,VA,1,201.56
Carthage,IL,1,3.13
Cashmere,WA,1,1.58
"Cass Lake",MN,1,12.14
"Castle Hayne",NC,1,104.45
Cataldo,ID,1,11.49
Cataula,GA,1,2.93
Catawissa,PA,1,10.80
Catlettsburg,KY,1,719.85
"Cave Springs",AR,1,79.07
Cayuga,IN,1,7.82
Cecil,WI,1,2.83
"Cedar Grove",WV,1,38.21
"Cedar Vale",KS,1,39.19
Cedarbluff,MS,1,11.21
Cedarhurst,NY,1,3.52
Center,TX,1,6.36
Centerbrook,CT,1,29.24
Centerville,TN,1,11.12
Centerville,UT,1,29.19
"Central Point",OR,1,18.29
"Centre Hall",PA,1,45.89
"Chalk Hill",PA,1,48.05
Chappaqua,NY,1,150.25
"Charles City",IA,1,67.06
"Charles City",VA,1,27.19
Charlestown,RI,1,3.27
Chase,KS,1,1.72
Chassell,MI,1,1.17
Chatham,VA,1,45.86
Chatsworth,IL,1,29.72
Chazy,NY,1,10.84
Checotah,OK,1,68.01
"Cherokee Village",AR,1,93.87
"Cherry Point",NC,1,17.09
Cherryville,NC,1,88.21
Chester,WV,1,1.57
Chesterfield,IL,1,8.45
China,TX,1,40.81
"Chincoteague Island",VA,1,41.31
Chinle,AZ,1,31.95
Chocowinity,NC,1,40.14
"Church Creek",MD,1,37.48
Cisco,TX,1,12.11
Claremont,NH,1,236.26
Clarence,MO,1,2.10
Clarington,OH,1,71.65
"Clark Fork",ID,1,14.58
Clarksburg,CA,1,12.32
Clarksburg,OH,1,11.86
Clarksville,OH,1,49.42
Clarkton,MO,1,4.89
"Clay City",IL,1,30.92
Clayton,NJ,1,6.31
"Clearwater Beach",FL,1,138.07
Cleveland,AR,1,9.16
Cleveland,MO,1,63.94
Clifton,VA,1,0.29
"Clifton Forge",VA,1,21.56
Clinchco,VA,1,96.48
Clinton,MA,1,54.76
Closter,NJ,1,3.06
Coarsegold,CA,1,34.91
Cochran,GA,1,6.72
Coden,AL,1,105.91
Coldwater,KS,1,1.52
Coleman,MI,1,62.06
"College Point",NY,1,136.84
Colliers,WV,1,8.47
Collins,OH,1,176.34
Colonia,NJ,1,3.15
Columbia,KY,1,1.16
Columbia,LA,1,115.70
Columbus,MT,1,26.73
Columbus,NM,1,1.31
Colusa,CA,1,28.53
Comanche,OK,1,12.81
"Combined Locks",WI,1,51.22
Comer,GA,1,20.39
Como,TX,1,24.95
Condon,OR,1,1.22
Conesville,IA,1,137.57
Converse,LA,1,54.97
Conway,PA,1,21.82
"Conway Springs",KS,1,9.69
Coolville,OH,1,0.96
"Coon Rapids",IA,1,10.34
"Copper Hill",VA,1,68.17
Cora,WV,1,9.34
Cordova,MD,1,227.30
Corinth,NY,1,20.49
Corning,IA,1,5.56
"Cornwall Bridge",CT,1,37.26
Corsica,SD,1,48.36
"Corte Madera",CA,1,2.46
"Cottage Grove",WI,1,21.99
"Cottage Hills",IL,1,834.85
Cottontown,TN,1,7.12
Cottonwood,ID,1,236.81
Cotuit,MA,1,215.12
"Coulee City",WA,1,19.51
Coupon,PA,1,27.13
Coventry,CT,1,481.47
"Coxs Creek",KY,1,12.89
Cozad,NE,1,5.84
Craigsville,WV,1,31.95
Cranbury,NJ,1,282.04
Crawford,MS,1,87.42
Crawfordsville,IA,1,141.03
Crescent,IA,1,14.77
Crofton,NE,1,12.90
Crosby,MS,1,37.84
"Cross Junction",VA,1,124.37
Crossnore,NC,1,87.05
Croswell,MI,1,73.69
"Croton On Hudson",NY,1,17.77
Crowell,TX,1,109.79
"Crum Lynne",PA,1,15.30
"Crystal Beach",FL,1,33.05
"Crystal City",TX,1,34.63
Cuba,NM,1,107.07
Cudahy,WI,1,201.42
Cypress,CA,1,682.31
"Dakota City",NE,1,8.70
Dalbo,MN,1,8.99
Damascus,PA,1,183.40
"Dammeron Valley",UT,1,40.11
Dana,IN,1,29.73
Dana,NC,1,13.58
Danbury,NH,1,4.88
Daniels,WV,1,43.22
Darby,PA,1,14.01
Darden,TN,1,3.56
Darien,GA,1,3.87
"Darien Center",NY,1,53.06
Darlington,PA,1,25.20
Davenport,NE,1,15.17
Davenport,WA,1,26.15
Davidsonville,MD,1,6.86
Davisboro,GA,1,101.68
Dawson,MN,1,6.27
Dawson,TX,1,14.05
Dayton,IA,1,45.50
"De Soto",IA,1,119.52
"De Witt",IA,1,1.71
"De Witt",NE,1,62.89
Dearborn,MO,1,2.70
Debary,FL,1,169.41
"Deer Creek",IL,1,6.60
"Deer Trail",CO,1,12.57
Delcambre,LA,1,12.34
Delight,AR,1,11.04
Dellslow,WV,1,26.08
Delmont,NJ,1,6.60
"Dennis Port",MA,1,9.06
Dennison,OH,1,52.92
Denton,NE,1,8.96
Depue,IL,1,126.95
"Detroit Lakes",MN,1,2.44
Dexter,KY,1,100.95
Diamond,MO,1,23.59
Dickeyville,WI,1,4.12
Dietrich,ID,1,67.05
Dighton,MA,1,1.63
Dobbins,CA,1,56.17
Dobson,NC,1,90.24
"Dodge Center",MN,1,8.16
Dodson,LA,1,37.24
"Dolan Springs",AZ,1,5.82
Dorchester,WI,1,351.14
Dorr,MI,1,45.70
Dorton,KY,1,3.70
Douglas,AK,1,10.18
Douglass,TX,1,28.21
Dover,NC,1,156.16
Dover,TN,1,8.75
"Dow City",IA,1,12.03
Doyle,CA,1,34.76
Drayton,SC,1,2.85
"Drexel Hill",PA,1,127.79
"Dry Branch",GA,1,56.52
"Dry Prong",LA,1,17.12
"Dry Ridge",KY,1,56.04
Dryden,MI,1,48.11
Dublin,NH,1,207.57
"Duck River",TN,1,9.55
Duke,OK,1,63.18
Dulce,NM,1,67.44
Dundee,NY,1,2.00
Dunkirk,OH,1,92.29
Dunlap,IA,1,12.99
Dunnigan,CA,1,2.38
Dyersburg,TN,1,215.27
Dyersville,IA,1,41.43
Dyke,VA,1,118.03
"Eagle Mountain",UT,1,1.08
"East Boothbay",ME,1,5.23
"East Bridgewater",MA,1,86.36
"East Carondelet",IL,1,8.34
"East Greenbush",NY,1,461.92
"East Haven",VT,1,51.40
"East Homer",NY,1,4.39
"East Meredith",NY,1,2.38
"East New Market",MD,1,54.64
"East Walpole",MA,1,523.61
Eastaboga,AL,1,80.00
Eastman,WI,1,48.35
Easton,IL,1,150.69
Easton,MN,1,6.49
Eatonville,WA,1,1522.53
Ebro,FL,1,3.37
Ecru,MS,1,41.23
Edison,GA,1,18.25
Edmeston,NY,1,19.85
Effingham,NH,1,33.89
Effort,PA,1,163.95
"El Prado",NM,1,91.71
Eldred,NY,1,71.75
Elgin,NE,1,122.24
Elizabeth,PA,1,6.76
Elizabeth,WV,1,11.42
"Elk Creek",VA,1,17.54
"Elk Garden",WV,1,12.36
Ellenboro,NC,1,102.32
Ellenville,NY,1,6.98
Ellsworth,MN,1,87.44
Elma,NY,1,3.34
Elmendorf,TX,1,0.93
Elmsford,NY,1,19.86
Elwood,IN,1,179.99
Elwood,NE,1,15.48
Embarrass,MN,1,30.44
Emerson,AR,1,129.92
Emerson,NJ,1,370.72
Emily,MN,1,22.53
Emlenton,PA,1,16.42
Enka,NC,1,1.70
Enterprise,UT,1,7.33
Enumclaw,WA,1,230.82
Enville,TN,1,29.12
Era,TX,1,43.45
Erath,LA,1,24.85
Erick,OK,1,42.93
Escalante,UT,1,147.33
Esmont,VA,1,37.34
Essex,VT,1,35.69
Ethelsville,AL,1,40.27
Eureka,KS,1,289.44
"Everglades City",FL,1,0.77
Evergreen,VA,1,2.35
Ewing,VA,1,2.36
"Fair Haven",VT,1,21.38
"Fair Play",SC,1,129.43
Fairbank,IA,1,2.17
Fairdale,WV,1,18.14
Fairfield,MT,1,15.45
Fairforest,SC,1,71.86
Fairview,UT,1,31.47
Falconer,NY,1,81.17
Fallentimber,PA,1,21.53
"Falls City",OR,1,17.19
Farmdale,OH,1,3.46
Farmersburg,IN,1,10.67
Farmington,IL,1,181.60
Farmington,MO,1,17.19
Farmington,UT,1,14.29
Fayette,MS,1,6.24
Fifield,WI,1,82.16
Fillmore,NY,1,18.62
Finchville,KY,1,74.13
"Five Points",TN,1,0.14
Flatonia,TX,1,13.31
Flinton,PA,1,2.17
Flintstone,MD,1,41.51
Flora,IL,1,5.29
Floresville,TX,1,88.50
Floyd,VA,1,189.91
"Floyds Knobs",IN,1,4.21
"Folly Beach",SC,1,95.93
Fontana,KS,1,3.68
Forest,IN,1,14.62
Forestdale,MA,1,4.05
Forsyth,MT,1,7.84
"Fort Campbell",KY,1,74.72
"Fort Johnson",NY,1,52.54
"Fort Leavenworth",KS,1,5.31
"Fort Leonard Wood",MO,1,2.91
"Fort Morgan",CO,1,2.50
"Fort Myer",VA,1,3.62
"Fort Ripley",MN,1,23.63
Fowler,IL,1,46.28
Frankford,WV,1,3.22
Franklin,ID,1,107.98
Franklin,MN,1,1.38
Franklin,NJ,1,51.35
"Franklin Park",NJ,1,3.94
Frankton,IN,1,3.59
Franktown,CO,1,128.65
Frederica,DE,1,41.68
Frederick,CO,1,125.48
Fredonia,AZ,1,47.73
Freetown,"Sierra Leone",1,15.79
Fremont,MI,1,13.26
Frenchville,ME,1,6.76
Friendship,ME,1,47.87
Friendship,NY,1,19.53
Friendship,WI,1,51.17
Friendsville,MD,1,39.37
"Frisco City",AL,1,25.24
Fritch,TX,1,25.69
Fruitdale,AL,1,49.22
Fruitport,MI,1,1.18
"Ft Mitchell",KY,1,11.83
Fultonville,NY,1,32.06
Gable,SC,1,21.41
Gadsden,TN,1,13.31
Gainesboro,TN,1,59.96
Galion,OH,1,10.92
Gardendale,TX,1,50.65
Gardiner,MT,1,3.91
Gardiner,NY,1,2.23
Garnett,KS,1,353.09
"Gate City",VA,1,2.23
Gates,TN,1,106.85
Gatesville,NC,1,49.72
Gays,IL,1,8.37
Geddes,SD,1,14.83
"George West",TX,1,95.45
Georgetown,FL,1,11.24
Georgetown,GA,1,31.02
Georgetown,LA,1,8.37
Georgetown,PA,1,47.38
Georgetown,TN,1,102.63
Gerald,MO,1,22.26
Ghent,NY,1,6.74
Ghent,WV,1,13.77
Gibbstown,NJ,1,216.55
Gilman,WI,1,12.76
Girard,PA,1,74.75
"Glen Flora",WI,1,35.97
"Glen Jean",WV,1,53.76
"Glen Lyon",PA,1,79.98
"Glen Rock",PA,1,197.96
Glendale,MA,1,5.86
Glennville,GA,1,456.04
Glenwood,MD,1,1.28
Glyndon,MN,1,21.33
Gordon,PA,1,59.19
Gordonsville,VA,1,0.55
Gowanda,NY,1,10.69
Grafton,WV,1,36.69
Grambling,LA,1,243.41
Granada,CO,1,45.37
"Grand Lake",CO,1,15.11
"Grand Ledge",MI,1,5.87
"Grand Rapids",OH,1,13.53
"Grand Rivers",KY,1,11.17
Grandville,MI,1,29.56
Granger,IN,1,11.90
Granger,TX,1,53.75
Grant,AL,1,2.70
Granville,MA,1,5.26
Grapevine,TX,1,58.80
"Grassy Meadows",WV,1,2.77
"Great Falls",SC,1,11.68
"Great Meadows",NJ,1,2.08
"Great Valley",NY,1,54.42
"Green Mountain Falls",CO,1,55.32
"Green River",WY,1,31.99
"Green Spring",WV,1,16.82
Greendale,WI,1,56.47
Greene,ME,1,41.11
Greenup,IL,1,44.56
Greenville,FL,1,291.97
Greenville,IN,1,33.18
Greenwood,CA,1,7.33
Greenwood,FL,1,3.84
"Grey Eagle",MN,1,76.00
Griggsville,IL,1,4.26
Groves,TX,1,54.91
Grovespring,MO,1,1.99
"Grundy Center",IA,1,20.82
Gruver,TX,1,155.72
Guerneville,CA,1,46.75
Gueydan,LA,1,0.83
Gunpowder,MD,1,34.59
"Guthrie Center",IA,1,4.89
Guys,TN,1,2.82
Hadley,PA,1,0.26
Haleiwa,HI,1,15.74
Haleyville,AL,1,34.11
Halifax,VA,1,53.25
Hallowell,ME,1,3.19
Hallsboro,NC,1,818.17
Halltown,WV,1,1.32
Hamburg,IA,1,1.47
Hamden,NY,1,7.57
Hammond,OR,1,15.56
Hampton,IL,1,51.97
Hancock,MI,1,138.04
Hanover,MA,1,51.63
Hanover,NM,1,13.19
Harlan,KY,1,38.63
Harmony,ME,1,21.45
Harper,KS,1,2.03
Harper,TX,1,61.23
Harrah,WA,1,20.19
Harrington,ME,1,25.87
"Harrington Park",NJ,1,0.42
Harris,MN,1,3.25
Harrison,GA,1,46.44
"Harrison City",PA,1,39.56
Harrisville,MI,1,34.45
Harrisville,WV,1,14.14
Harshaw,WI,1,117.02
Hart,TX,1,717.21
Hartford,IA,1,17.33
Hartford,KY,1,16.51
Hartford,NY,1,2.38
Hartselle,AL,1,8.29
Hartwick,NY,1,38.12
"Hasbrouck Heights",NJ,1,1.66
Haughton,LA,1,19.85
Hauula,HI,1,0.31
Hayfield,MN,1,8.88
Hazelhurst,WI,1,11.63
Hazleton,IA,1,89.26
Heath,OH,1,455.84
Hegins,PA,1,24.73
Helmetta,NJ,1,245.52
Hempstead,TX,1,48.28
Henderson,MD,1,4.49
Hermann,MO,1,77.73
Hermleigh,TX,1,20.35
Hesperia,MI,1,4.87
Heth,AR,1,0.99
Heuvelton,NY,1,0.97
Hewett,WV,1,12.73
"Hi Hat",KY,1,15.08
Hiawassee,GA,1,27.31
Hickory,KY,1,16.02
Hilbert,WI,1,45.86
Hillister,TX,1,1.88
Hilmar,CA,1,15.66
Hinckley,IL,1,8.79
Hineston,LA,1,23.81
Hixton,WI,1,7.89
Hodgenville,KY,1,137.50
Hoffman,MN,1,104.69
Hoisington,KS,1,66.19
Holdingford,MN,1,27.39
Hollandale,MN,1,9.07
Holly,CO,1,74.08
"Holly Grove",AR,1,112.49
Holt,MI,1,51.19
Homedale,ID,1,370.69
Homer,AK,1,75.31
Honeyville,UT,1,98.52
Hookerton,NC,1,15.90
Hooversville,PA,1,36.06
Hopkins,MI,1,28.35
Hopwood,PA,1,26.25
Hornersville,MO,1,229.09
Horton,KS,1,20.94
"Hot Springs",VA,1,66.49
"Hot Springs Village",AR,1,4.38
Houston,AR,1,47.76
Houston,DE,1,377.30
"Howard Lake",MN,1,36.34
"Howey In The Hills",FL,1,5.61
Hoxie,AR,1,19.07
"Huachuca City",AZ,1,38.28
Hudson,MA,1,14.95
Hueysville,KY,1,7.34
"Hughes Springs",TX,1,17.00
Hughesville,PA,1,8.69
Hungerford,TX,1,3.69
Huntsville,OH,1,46.72
Huron,TN,1,1.43
Hurt,VA,1,2.33
Hustonville,KY,1,25.11
Hutsonville,IL,1,27.12
"Ida Grove",IA,1,53.87
"Idaho Springs",CO,1,2.09
Idalou,TX,1,19.70
Independence,IA,1,29.08
Independence,WV,1,11.49
"Indian Head",PA,1,7.48
"Indian Springs",NV,1,24.32
Industry,PA,1,3.36
Inez,TX,1,8.01
Inwood,NY,1,28.22
Iraan,TX,1,47.10
Irmo,SC,1,5.71
Irvona,PA,1,41.92
"Island Falls",ME,1,11.28
"Island Park",NY,1,139.13
Isle,MN,1,12.19
"Isle Of Springs",ME,1,87.31
Ithaca,MI,1,9.75
Ivanhoe,NC,1,2.07
Ivydale,WV,1,9.87
Jackpot,NV,1,34.25
Jackson,PA,1,2.90
Jacksonboro,SC,1,13.24
Jamestown,KY,1,2.60
Jamestown,OH,1,12.45
Jamestown,RI,1,101.55
Jarrell,TX,1,11.03
Jasper,TN,1,39.21
Jeanerette,LA,1,137.00
Jefferson,MD,1,4.55
Jefferson,OR,1,2.00
Jefferson,SD,1,2.83
Jeffersonville,NY,1,39.68
Jenkinsville,SC,1,57.22
Jenkintown,PA,1,37.04
Jessup,PA,1,55.69
Joaquin,TX,1,42.08
Johnson,NY,1,3.89
Joiner,AR,1,11.53
Jonesboro,ME,1,16.15
Julesburg,CO,1,16.81
Junction,TX,1,39.97
Kampsville,IL,1,24.07
Kapowsin,WA,1,4.44
Kearneysville,WV,1,102.73
Kemp,TX,1,215.28
Kenton,DE,1,2.19
Keota,IA,1,72.10
Kermit,TX,1,5.84
Ketchum,ID,1,12.02
"Kettle Falls",WA,1,28.37
"Kettleman City",CA,1,11.52
"King City",MO,1,178.29
Kingsley,MI,1,1.31
Kingsville,MO,1,15.66
Kinmundy,IL,1,87.58
Kirkland,IL,1,11.68
Kirksey,KY,1,13.22
Kirkwood,NY,1,46.01
"Knights Landing",CA,1,4.02
"Knox City",MO,1,10.98
Kokomo,MS,1,25.45
Koloa,HI,1,54.55
Krakow,WI,1,151.76
Krebs,OK,1,5.80
"Kure Beach",NC,1,37.35
"La Center",KY,1,213.21
"La Conner",WA,1,15.91
"La Crescent",MN,1,59.56
"La Follette",TN,1,60.00
"La Grange",MO,1,8.08
"La Jara",CO,1,14.73
"La Luz",NM,1,18.29
"La Motte",IA,1,13.70
"La Salle",IL,1,23.94
"La Verkin",UT,1,182.32
"La Veta",CO,1,10.55
"La Vista",NE,1,10.82
Ladson,SC,1,42.74
Lake,WV,1,7.37
"Lake Clear",NY,1,13.01
"Lake Elmo",MN,1,31.81
"Lake Mills",WI,1,12.51
Lakeland,MN,1,15.46
Lakeside,MT,1,33.63
Lakeville,IN,1,13.40
Lamar,AR,1,195.80
Lamar,MS,1,61.30
Lamberton,MN,1,54.65
Lancaster,VA,1,52.39
Langlois,OR,1,13.33
Lansdowne,PA,1,165.99
Lansing,NY,1,51.06
"Las Animas",CO,1,2.29
Lashmeet,WV,1,242.45
Latta,SC,1,177.11
Lavaca,AR,1,135.10
Lavinia,TN,1,6.27
Lawler,IA,1,5.16
Lawndale,NC,1,2.50
Lawrence,NY,1,34.46
Lawrenceville,VA,1,6.69
Lawson,MO,1,14.35
"Le Raysville",PA,1,29.83
Lebanon,ME,1,53.73
Lebo,KS,1,55.09
Ledbetter,KY,1,60.70
Lee,FL,1,2.57
Leeds,UT,1,44.96
Lefors,TX,1,15.38
Leicester,MA,1,47.46
Lemasters,PA,1,100.29
Lempster,NH,1,3.80
Lenox,MA,1,24.33
"Lenox Dale",MA,1,42.90
Leola,AR,1,95.87
Leon,WV,1,9.67
Letohatchee,AL,1,16.90
Lewellen,NE,1,10.72
Lewistown,IL,1,3.52
Lexa,AR,1,38.88
Lexington,NE,1,0.42
Liberty,IL,1,2.10
"Liberty Lake",WA,1,253.77
"Lick Creek",KY,1,18.95
Lillian,AL,1,14.85
Lilliwaup,WA,1,15.79
Limestone,NY,1,170.13
Lindside,WV,1,16.88
Linn,MO,1,818.24
Linwood,MA,1,14.07
Linwood,MI,1,21.77
Lipan,TX,1,58.22
Lisbon,ND,1,3.26
Lisman,AL,1,69.97
Litchfield,NH,1,69.07
Litchfield,OH,1,4.79
"Little Orleans",MD,1,3.24
Littlerock,WA,1,165.48
Livermore,ME,1,7.90
Lizemores,WV,1,225.01
"Loch Sheldrake",NY,1,39.15
Lodi,NY,1,5.26
Lolita,TX,1,4.42
Lolo,MT,1,142.08
London,AR,1,9.47
"Lone Oak",TX,1,23.61
"Long Beach",MS,1,89.91
"Long Bottom",OH,1,112.52
"Long Key",FL,1,33.21
Looneyville,WV,1,13.40
"Lopez Island",WA,1,2.18
Losantville,IN,1,26.39
Loudon,NH,1,9.20
Louisburg,NC,1,12.42
Loyal,WI,1,134.40
Lumberton,NJ,1,16.77
Luthersville,GA,1,1.87
Luzerne,MI,1,47.56
Lyons,IN,1,1.28
"M C B H Kaneohe Bay",HI,1,2.81
Macedon,NY,1,25.14
Macon,IL,1,6.60
Macy,IN,1,19.99
Madison,IL,1,24.21
"Madison Lake",MN,1,12.05
Magnolia,IL,1,44.53
"Malta Bend",MO,1,18.64
Manhattan,IL,1,20.83
Manitowoc,WI,1,65.26
Mantachie,MS,1,2.23
Manti,UT,1,112.71
Mantoloking,NJ,1,39.88
"Maple Hill",NC,1,2.84
"Maple Park",IL,1,13.15
Mapleton,IL,1,12.26
Mapleton,MN,1,29.62
Marathon,WI,1,13.26
"Marble Falls",TX,1,247.90
"March Air Reserve Base",CA,1,8.86
Marianna,PA,1,62.54
Marion,MA,1,34.34
"Marion Junction",AL,1,55.70
Marionville,MO,1,44.53
Marquette,NE,1,11.63
Marshfield,VT,1,3.13
Marston,NC,1,5.91
Martinsburg,MO,1,128.91
Marydel,MD,1,3.82
Mason,TN,1,15.34
Mauriceville,TX,1,92.04
Maypearl,TX,1,165.59
Maytown,PA,1,7.41
"Mc Afee",NJ,1,0.84
"Mc Cool",MS,1,3.91
"Mc Crory",AR,1,33.86
"Mc Kee",KY,1,9.33
"Mc Nabb",IL,1,38.76
"Mc Rae",GA,1,9.70
Meigs,GA,1,26.91
Melbourne,KY,1,21.94
"Melbourne Beach",FL,1,19.26
Mellen,WI,1,2.15
Memphis,MO,1,5.63
Mendocino,CA,1,55.53
"Mer Rouge",LA,1,1.23
Merna,NE,1,5.23
Mexia,TX,1,89.68
"Middlebury Center",PA,1,1.86
Middlesex,NC,1,82.37
"Midland City",AL,1,197.71
"Mill City",OR,1,3.70
Millersburg,PA,1,47.76
Millerville,AL,1,8.93
Millry,AL,1,80.00
Mills,WY,1,9.07
Milmay,NJ,1,968.29
"Mine Hill",NJ,1,42.44
"Mineral Wells",WV,1,61.14
Minocqua,WI,1,224.69
Mohawk,MI,1,70.71
Mohawk,TN,1,61.92
Mojave,CA,1,4.28
Monroe,IA,1,4.22
Monteagle,TN,1,47.50
Montello,WI,1,3.30
Monterey,TN,1,20.00
Montgomery,MI,1,47.59
Montgomery,PA,1,52.55
"Montgomery City",MO,1,88.59
Monticello,AR,1,21.73
Moody,TX,1,180.00
Moorhead,IA,1,18.48
Morehouse,MO,1,60.23
Moreland,ID,1,78.28
Morganfield,KY,1,17.06
Morris,PA,1,4.45
Morrisville,VT,1,19.07
Morse,LA,1,51.40
"Morton Grove",IL,1,27.09
"Mortons Gap",KY,1,3.81
"Mount Blanchard",OH,1,13.68
"Mount Carmel",TN,1,16.89
"Mount Hermon",CA,1,20.20
"Mount Hermon",LA,1,32.71
"Mount Hope",KS,1,43.82
"Mount Olive",AL,1,2.08
"Mount Pocono",PA,1,7.71
"Mount Sterling",IL,1,84.48
"Mount Vernon",KY,1,140.24
"Mount Vernon",TX,1,12.29
"Mountain Pine",AR,1,1.96
"Mountain Rest",SC,1,14.71
Mountainburg,AR,1,2.15
Mullen,NE,1,2.37
Mullens,WV,1,14.59
Murfreesboro,NC,1,81.22
Murray,KY,1,130.49
Murray,NE,1,143.48
Mystic,CT,1,13.91
Napanoch,NY,1,10.71
Nathalie,VA,1,1.31
Nebo,IL,1,19.21
Necedah,WI,1,1.24
Nederland,TX,1,184.39
Nehalem,OR,1,34.20
Nelson,MN,1,169.13
Nelson,NH,1,35.68
Neola,IA,1,87.20
"New Cambria",KS,1,91.00
"New Canaan",CT,1,59.27
"New Carlisle",IN,1,8.20
"New Creek",WV,1,6.97
"New Cumberland",WV,1,26.08
"New Ellenton",SC,1,3.32
"New Franklin",MO,1,35.02
"New Haven",MO,1,43.49
"New Hill",NC,1,3.38
"New Kingstown",PA,1,7.18
"New London",IA,1,10.42
"New Market",AL,1,18.39
"New Milford",PA,1,21.09
"New York Mills",NY,1,1.11
"New Zion",SC,1,19.48
Newbury,MA,1,3.43
Newbury,NH,1,1.04
Newcastle,OK,1,4.81
Newman,IL,1,54.34
"Newton Highlands",MA,1,85.94
"Newton Lower Falls",MA,1,11.14
Newtonville,NJ,1,17.87
Niangua,MO,1,0.24
Nicholls,GA,1,31.42
Nichols,NY,1,1.45
Nickelsville,VA,1,7.23
Nolanville,TX,1,1056.64
Norman,NC,1,2.88
Norphlet,AR,1,106.10
"North Anson",ME,1,3.70
"North Bay",NY,1,2.36
"North Bloomfield",OH,1,13.82
"North Chicago",IL,1,9.18
"North East",MD,1,122.78
"North Freedom",WI,1,15.65
"North Reading",MA,1,2.93
"North Tonawanda",NY,1,60.00
"North Waterboro",ME,1,12.14
Northbridge,MA,1,108.37
Northfork,WV,1,140.00
Northome,MN,1,40.65
Northwood,NH,1,92.76
Northwood,OH,1,43.26
Norwich,NY,1,80.70
Nova,OH,1,15.96
Oakdale,TN,1,245.98
Oakham,MA,1,279.86
Occidental,CA,1,36.86
Oceana,WV,1,21.72
Oden,AR,1,56.48
Odum,GA,1,31.91
Olanta,SC,1,41.97
"Old Chatham",NY,1,58.68
"Olmsted Falls",OH,1,26.57
Olton,TX,1,3.53
"Olympia Fields",IL,1,3.29
Onalaska,WA,1,525.98
Oneida,NY,1,86.92
Onsted,MI,1,40.81
Oologah,OK,1,5.39
Oquawka,IL,1,93.78
"Orange City",FL,1,17.88
"Orange Springs",FL,1,17.41
Oreland,PA,1,40.82
Orleans,NE,1,6.12
Oronoco,MN,1,67.99
Osakis,MN,1,141.98
Osteen,FL,1,3.24
Otho,IA,1,54.39
"Otis Orchards",WA,1,28.70
Otisville,NY,1,11.25
Otwell,IN,1,15.93
Ouray,CO,1,7.26
Oxford,ME,1,37.84
Oxford,NE,1,16.49
Pablo,MT,1,66.61
Packwood,WA,1,5.78
Paintsville,KY,1,6.46
Palo,IA,1,2.46
"Palo Pinto",TX,1,91.27
Palouse,WA,1,37.72
Pandora,OH,1,118.00
Papaikou,HI,1,21.67
"Paradise Valley",AZ,1,13.44
"Park Hall",MD,1,22.63
Parkston,SD,1,149.61
Parksville,KY,1,12.15
Parma,MI,1,114.81
"Pauma Valley",CA,1,13.19
Payette,ID,1,506.90
"Pearl City",IL,1,10.71
Pelham,NC,1,185.15
"Pelican Rapids",MN,1,126.09
Pembroke,KY,1,11.06
Penfield,IL,1,3.50
"Penn Laird",VA,1,106.73
"Pennington Gap",VA,1,8.84
Pennville,IN,1,2.76
Penobscot,ME,1,12.61
Pepperell,MA,1,62.50
Perryopolis,PA,1,56.83
Peshastin,WA,1,16.81
Peshtigo,WI,1,6.76
Philadelphia,MO,1,8.14
Philo,CA,1,162.56
Phippsburg,ME,1,2.89
Pickton,TX,1,5.12
"Picture Rocks",PA,1,14.10
Piedmont,WV,1,4.61
Piermont,NY,1,79.27
"Pilot Grove",MO,1,10.19
"Pine Island",MN,1,13.80
Pineville,NC,1,44.83
Pioneer,CA,1,3.10
Pipersville,PA,1,226.83
Pittsboro,IN,1,15.94
Pittsfield,IL,1,24.61
Pittsford,NY,1,55.83
Plainfield,CT,1,25.07
Plainview,NY,1,27.83
Platte,SD,1,79.02
"Pleasant Mount",PA,1,52.45
