merchant_city,merchant_state,jumlah_transaksi,total_volume,avg_transaksi
Sharpsburg,GA,2,16.11,8.055000
"Shaw A F B",SC,2,25.30,12.650000
Shelburne,VT,2,173.47,86.735000
Shelby,MI,2,50.03,25.015000
"Shell Rock",IA,2,20.12,10.060000
Shenandoah,VA,2,85.07,42.535000
Sherman,ME,2,16.64,8.320000
Shevlin,MN,2,75.05,37.525000
Sidney,KY,2,34.84,17.420000
Sidney,NE,2,98.13,49.065000
"Sidney Center",NY,2,17.59,8.795000
Silas,AL,2,95.23,47.615000
"Silver Bay",MN,2,62.63,31.315000
"Silver Lake",MN,2,1169.62,584.810000
Silverwood,MI,2,51.51,25.755000
Singer,LA,2,58.55,29.275000
Skandia,MI,2,36.10,18.050000
Slinger,WI,2,37.38,18.690000
"Smiths Creek",MI,2,114.78,57.390000
"Smiths Station",AL,2,43.54,21.770000
Sorento,IL,2,16.59,8.295000
"South Barre",VT,2,18.36,9.180000
"South Beach",OR,2,14.42,7.210000
"South Berwick",ME,2,7.32,3.660000
"South Charleston",OH,2,1042.15,521.075000
"South Dayton",NY,2,1449.41,724.705000
"South Dos Palos",CA,2,77.34,38.670000
"South Jordan",UT,2,128.51,64.255000
"South Roxana",IL,2,16.42,8.210000
"South Salem",NY,2,18.87,9.435000
"South Wilmington",IL,2,33.24,16.620000
Southold,NY,2,-173.46,-86.730000
Southport,CT,2,144.72,72.360000
Spearman,TX,2,61.12,30.560000
Speonk,NY,2,29.95,14.975000
"Sprankle Mills",PA,2,24.89,12.445000
"Spring City",PA,2,5.34,2.670000
"Stafford Springs",CT,2,139.81,69.905000
Staffordsville,KY,2,223.71,111.855000
Stanton,MI,2,19.50,9.750000
Star,ID,2,27.10,13.550000
Steele,ND,2,22.60,11.300000
"Stephens City",VA,2,38.80,19.400000
Sterling,OH,2,17.85,8.925000
Steward,IL,2,64.38,32.190000
Stewart,MS,2,78.54,39.270000
Stewart,OH,2,181.30,90.650000
Stilwell,KS,2,261.87,130.935000
Stockton,NJ,2,19.44,9.720000
Stoddard,NH,2,85.80,42.900000
"Stone Ridge",NY,2,72.31,36.155000
"Storrs Mansfield",CT,2,48.15,24.075000
Stratton,CO,2,81.49,40.745000
Straughn,IN,2,59.11,29.555000
Stringer,MS,2,5.27,2.635000
Strong,AR,2,73.92,36.960000
Struthers,OH,2,19.98,9.990000
Suches,GA,2,28.38,14.190000
Sugarloaf,PA,2,50.38,25.190000
Sumerduck,VA,2,23.55,11.775000
Summerdale,AL,2,32.05,16.025000
"Summerland Key",FL,2,21.40,10.700000
"Summit Hill",PA,2,123.92,61.960000
Sumner,IL,2,33.04,16.520000
Sunbury,PA,2,67.71,33.855000
Sutherland,VA,2,4.15,2.075000
Sutherlin,OR,2,22.14,11.070000
"Sweet Valley",PA,2,40.76,20.380000
Sycamore,OH,2,53.22,26.610000
Syracuse,KS,2,89.05,44.525000
Taft,CA,2,44.39,22.195000
"Tall Timbers",MD,2,7.02,3.510000
Tappahannock,VA,2,17.06,8.530000
Tashkent,Uzbekistan,2,86.52,43.260000
Taylorsville,GA,2,82.23,41.115000
Templeton,PA,2,26.81,13.405000
Thermal,CA,2,195.00,97.500000
Thomaston,CT,2,1.96,0.980000
Thomasville,PA,2,24.65,12.325000
Thompson,PA,2,218.96,109.480000
Thompsonville,MI,2,19.28,9.640000
Thorndike,ME,2,71.95,35.975000
Tijeras,NM,2,7.72,3.860000
Tiltonsville,OH,2,83.22,41.610000
Todd,NC,2,41.19,20.595000
Tok,AK,2,30.85,15.425000
Tollesboro,KY,2,54.06,27.030000
Towanda,KS,2,164.66,82.330000
Truman,MN,2,135.24,67.620000
Truro,MA,2,26.31,13.155000
Tuckasegee,NC,2,11.36,5.680000
Tumacacori,AZ,2,22.79,11.395000
Turkey,NC,2,97.52,48.760000
Turner,OR,2,57.33,28.665000
"Twin Valley",MN,2,14.88,7.440000
"Ty Ty",GA,2,93.71,46.855000
Unadilla,NE,2,187.89,93.945000
Unity,ME,2,28.81,14.405000
Upperco,MD,2,8.66,4.330000
Upton,NY,2,57.95,28.975000
Uriah,AL,2,38.65,19.325000
Ursa,IL,2,14.87,7.435000
Vado,NM,2,27.46,13.730000
Valdez,AK,2,38.09,19.045000
Valley,WA,2,116.46,58.230000
"Valley Cottage",NY,2,33.84,16.920000
"Valley View",PA,2,115.59,57.795000
"Valley View",TX,2,26.31,13.155000
"Van Dyne",WI,2,4.72,2.360000
Velarde,NM,2,51.17,25.585000
Verbank,NY,2,12.16,6.080000
Verdi,NV,2,10.48,5.240000
Vernon,AZ,2,43.03,21.515000
Vidalia,LA,2,3.82,1.910000
Vilas,NC,2,360.00,180.000000
Vivian,LA,2,54.79,27.395000
Volcano,HI,2,16.20,8.100000
Volga,WV,2,78.33,39.165000
Wadesville,IN,2,235.19,117.595000
"Wadmalaw Island",SC,2,39.55,19.775000
Wadsworth,OH,2,97.63,48.815000
Warren,IN,2,28.58,14.290000
Warsaw,IL,2,370.42,185.210000
Warsaw,KY,2,874.27,437.135000
Wartburg,TN,2,50.28,25.140000
Washburn,MO,2,4.80,2.400000
Washington,LA,2,67.70,33.850000
Washington,TX,2,292.75,146.375000
"Water Mill",NY,2,3.53,1.765000
Waterford,OH,2,94.75,47.375000
Waterville,NY,2,69.30,34.650000
Wauna,WA,2,528.71,264.355000
Waverly,KS,2,142.15,71.075000
"Waverly Hall",GA,2,23.00,11.500000
Wayne,IL,2,38.09,19.045000
Weimar,TX,2,38.54,19.270000
Weir,MS,2,114.11,57.055000
Welch,OK,2,320.70,160.350000
Welch,WV,2,85.06,42.530000
Wendell,MA,2,37.94,18.970000
Wernersville,PA,2,565.34,282.670000
"West Chesterfield",NH,2,128.95,64.475000
"West Harwich",MA,2,2.67,1.335000
"West Liberty",IA,2,200.00,100.000000
"West Orange",NJ,2,128.98,64.490000
"West Paducah",KY,2,14.04,7.020000
"West Point",GA,2,107.17,53.585000
"West Swanzey",NH,2,124.42,62.210000
"West Union",WV,2,12.56,6.280000
"West Van Lear",KY,2,17.82,8.910000
Westborough,MA,2,9.83,4.915000
Westcliffe,CO,2,108.61,54.305000
Weston,NE,2,335.13,167.565000
"White Pine",TN,2,62.09,31.045000
"White Sands Missile Range",NM,2,139.30,69.650000
Whitehall,NY,2,14.53,7.265000
Whitesburg,KY,2,120.23,60.115000
Whitesburg,TN,2,99.70,49.850000
Whitethorn,CA,2,105.62,52.810000
"Whitley City",KY,2,81.47,40.735000
Whitman,WV,2,8.71,4.355000
Wiggins,CO,2,4.32,2.160000
Willingboro,NJ,2,109.01,54.505000
"Willow Creek",CA,2,82.96,41.480000
Wilmington,OH,2,147.02,73.510000
Wiscasset,ME,2,55.57,27.785000
Wise,VA,2,192.44,96.220000
Wolcott,IN,2,168.48,84.240000
Wolcott,VT,2,41.04,20.520000
Womelsdorf,PA,2,12.01,6.005000
Woodbine,GA,2,16.28,8.140000
Woodbine,KY,2,1310.69,655.345000
Woodburn,IN,2,32.27,16.135000
Woodburn,KY,2,157.35,78.675000
Woodland,GA,2,168.71,84.355000
Wrens,GA,2,151.24,75.620000
Lindsay,OK,2,167.81,83.905000
Linneus,MO,2,13.82,6.910000
Linwood,KS,2,74.68,37.340000
Linwood,NJ,2,79.85,39.925000
Lisbon,NH,2,87.64,43.820000
"Little Rock",IA,2,12.30,6.150000
Littlefork,MN,2,67.22,33.610000
"Locust Fork",AL,2,24.90,12.450000
"Locust Grove",OK,2,8.65,4.325000
"Lone Tree",IA,2,111.24,55.620000
Louann,AR,2,89.10,44.550000
Lovelady,TX,2,227.34,113.670000
Lowry,MN,2,2.30,1.150000
"Lowry City",MO,2,32.31,16.155000
Loxahatchee,FL,2,192.01,96.005000
Lucas,OH,2,7.41,3.705000
"Lumber City",GA,2,10.37,5.185000
Lumberton,TX,2,132.56,66.280000
Luther,OK,2,54.58,27.290000
Macon,MO,2,81.67,40.835000
Madison,MD,2,5.04,2.520000
Madrid,IA,2,118.88,59.440000
Maidsville,WV,2,130.05,65.025000
Makanda,IL,2,35.12,17.560000
Manama,Bahrain,2,304.42,152.210000
Manassa,CO,2,4.76,2.380000
Manning,IA,2,65.76,32.880000
Mansfield,TN,2,56.62,28.310000
"Maple Lake",MN,2,15.21,7.605000
Mapleton,ME,2,19.96,9.980000
Mapleton,OR,2,61.98,30.990000
Marceline,MO,2,16.57,8.285000
Marietta,OK,2,33.70,16.850000
"Marina Del Rey",CA,2,19.98,9.990000
Marion,AL,2,144.38,72.190000
"Marion Station",MD,2,27.26,13.630000
Markham,TX,2,60.13,30.065000
Martinez,CA,2,1891.13,945.565000
Mason,TX,2,45.85,22.925000
Matamoras,PA,2,190.86,95.430000
Mattawan,MI,2,3.10,1.550000
Mauldin,SC,2,157.86,78.930000
Maurertown,VA,2,170.60,85.300000
"Maury City",TN,2,2.19,1.095000
"Mc Camey",TX,2,23.31,11.655000
"Mc Donald",OH,2,27.17,13.585000
"Mc Farland",CA,2,26.94,13.470000
"Mc Intosh",AL,2,153.34,76.670000
"Mc Sherrystown",PA,2,5.52,2.760000
Mcclusky,ND,2,87.13,43.565000
Mead,WA,2,34.10,17.050000
Medway,OH,2,364.05,182.025000
Memphis,TX,2,5.45,2.725000
Mendenhall,MS,2,115.79,57.895000
Mendon,UT,2,254.27,127.135000
Mentmore,NM,2,65.81,32.905000
Meridian,TX,2,39.14,19.570000
Merritt,MI,2,183.55,91.775000
Mescalero,NM,2,13.40,6.700000
Meta,MO,2,66.41,33.205000
"Mi Wuk Village",CA,2,18.57,9.285000
Miami,AZ,2,11.70,5.850000
Michigan,ND,2,5.47,2.735000
Middleburgh,NY,2,52.31,26.155000
Middletown,DE,2,180.00,90.000000
Midland,SD,2,29.53,14.765000
Midvale,UT,2,88.03,44.015000
Mifflinburg,PA,2,362.34,181.170000
Mifflintown,PA,2,101.22,50.610000
Mifflinville,PA,2,159.73,79.865000
Milan,IL,2,59.20,29.600000
Milan,PA,2,17.03,8.515000
Milford,NE,2,13.48,6.740000
Millburn,NJ,2,144.51,72.255000
Millsap,TX,2,45.59,22.795000
Milltown,MT,2,74.43,37.215000
Millwood,WV,2,19.92,9.960000
Milroy,MN,2,88.16,44.080000
Milton,WA,2,144.95,72.475000
Mimbres,NM,2,35.42,17.710000
Minden,NE,2,22.78,11.390000
Minersville,UT,2,23.49,11.745000
"Minnesota City",MN,2,67.93,33.965000
Monkton,MD,2,288.35,144.175000
Monongahela,PA,2,74.56,37.280000
Monroeton,PA,2,311.35,155.675000
Montpelier,ID,2,30.09,15.045000
Montrose,MN,2,64.99,32.495000
Moody,ME,2,108.57,54.285000
Mooreland,IN,2,287.88,143.940000
Morgan,UT,2,11.88,5.940000
Morganza,LA,2,21.43,10.715000
Morley,MO,2,478.22,239.110000
Moro,OR,2,51.07,25.535000
"Morris Chapel",TN,2,4.82,2.410000
Morrison,IL,2,85.67,42.835000
Morristown,AZ,2,37.82,18.910000
Morton,PA,2,193.72,96.860000
"Moscow Mills",MO,2,68.62,34.310000
"Mount Desert",ME,2,74.45,37.225000
"Mount Marion",NY,2,52.33,26.165000
"Mount Morris",PA,2,82.33,41.165000
Mulga,AL,2,127.36,63.680000
"Munroe Falls",OH,2,47.74,23.870000
Nahunta,GA,2,106.47,53.235000
"Needham Heights",MA,2,436.98,218.490000
"New Glarus",WI,2,40.70,20.350000
"New Harmony",IN,2,5.95,2.975000
"New Holland",IL,2,105.39,52.695000
"New London",NH,2,49.16,24.580000
"New Market",MD,2,78.37,39.185000
"New Salem",PA,2,33.70,16.850000
"New Sharon",IA,2,95.88,47.940000
Newburg,MO,2,112.39,56.195000
Newell,WV,2,48.80,24.400000
"Newport Coast",CA,2,87.33,43.665000
Newton,IL,2,17.20,8.600000
Newton,UT,2,5.35,2.675000
Niota,TN,2,126.18,63.090000
Noble,OK,2,5.21,2.605000
Norlina,NC,2,29.86,14.930000
Normandy,TN,2,57.59,28.795000
"North Attleboro",MA,2,6.95,3.475000
"North Branford",CT,2,1328.24,664.120000
"North Falmouth",MA,2,114.85,57.425000
"North Ferrisburgh",VT,2,3.38,1.690000
"North Lewisburg",OH,2,64.30,32.150000
"North Newton",KS,2,-89.90,-44.950000
"North Oxford",MA,2,120.32,60.160000
"North Salem",IN,2,58.31,29.155000
"North Sioux City",SD,2,11.17,5.585000
Northvale,NJ,2,28.98,14.490000
"Nuku Alofa",Tonga,2,4.33,2.165000
"Oak Ridge",NC,2,179.44,89.720000
"Oak Ridge",NJ,2,163.43,81.715000
Oakfield,GA,2,22.68,11.340000
Oakhurst,NJ,2,95.97,47.985000
Oakhurst,OK,2,86.73,43.365000
Oakland,ME,2,102.36,51.180000
Oakley,KS,2,9.35,4.675000
Ocoee,TN,2,72.86,36.430000
Odell,IL,2,2.93,1.465000
Odessa,NY,2,14.77,7.385000
Odessa,WA,2,262.79,131.395000
Ogdensburg,NJ,2,25.43,12.715000
"Old Fort",TN,2,25.32,12.660000
Olney,IL,2,106.94,53.470000
Omega,GA,2,15.39,7.695000
Omro,WI,2,237.82,118.910000
Oneill,NE,2,63.38,31.690000
Oroville,CA,2,134.52,67.260000
Orrstown,PA,2,74.75,37.375000
Orrum,NC,2,12.77,6.385000
Orwigsburg,PA,2,116.51,58.255000
Osceola,NE,2,15.47,7.735000
Otisco,IN,2,40.02,20.010000
Otway,OH,2,10.28,5.140000
Oxford,KS,2,9.91,4.955000
"Pagosa Springs",CO,2,66.52,33.260000
Pala,CA,2,281.78,140.890000
"Palm City",FL,2,9.79,4.895000
Palmyra,MO,2,32.59,16.295000
Panguitch,UT,2,157.51,78.755000
Paola,KS,2,50.25,25.125000
Paoli,PA,2,333.94,166.970000
Pascagoula,MS,2,63.95,31.975000
Pattison,MS,2,27.64,13.820000
Pauline,SC,2,131.99,65.995000
Pavo,GA,2,74.70,37.350000
Pawcatuck,CT,2,25.63,12.815000
Payson,AZ,2,174.18,87.090000
"Peach Springs",AZ,2,313.11,156.555000
Peak,SC,2,138.22,69.110000
"Peaks Island",ME,2,83.39,41.695000
Pecos,TX,2,97.05,48.525000
Pekin,IN,2,0.64,0.320000
Pelham,TN,2,68.20,34.100000
"Pen Argyl",PA,2,66.97,33.485000
Penhook,VA,2,114.89,57.445000
Pequea,PA,2,4.27,2.135000
Peru,NY,2,42.51,21.255000
Petersburg,TN,2,17.23,8.615000
Phillips,ME,2,41.71,20.855000
Phillipsburg,NJ,2,190.06,95.030000
Phoenix,OR,2,11.03,5.515000
Pillager,MN,2,26.19,13.095000
"Pine Meadow",CT,2,14.51,7.255000
Pingree,ID,2,5.29,2.645000
Pittsboro,MS,2,9.46,4.730000
Pittston,PA,2,16.41,8.205000
Pocahontas,IL,2,18.79,9.395000
"Pocono Lake",PA,2,17.84,8.920000
"Point Comfort",TX,2,15.46,7.730000
Pollok,TX,2,12.25,6.125000
Pomaria,SC,2,169.34,84.670000
"Port Henry",NY,2,133.54,66.770000
"Port Monmouth",NJ,2,11.39,5.695000
"Port Murray",NJ,2,145.28,72.640000
"Potter Valley",CA,2,30.90,15.450000
Princeton,NC,2,99.50,49.750000
Princeton,WI,2,17.91,8.955000
Prophetstown,IL,2,8.12,4.060000
Purchase,NY,2,75.22,37.610000
Quarryville,PA,2,153.16,76.580000
Quitman,TX,2,81.75,40.875000
Ragland,AL,2,17.94,8.970000
"Randolph Center",VT,2,23.08,11.540000
Rantoul,KS,2,113.44,56.720000
Ravenna,NE,2,26.84,13.420000
Raymond,ME,2,42.89,21.445000
Reamstown,PA,2,212.18,106.090000
Reddick,IL,2,47.02,23.510000
Redlake,MN,2,61.56,30.780000
Reeders,PA,2,533.73,266.865000
Reedsville,OH,2,17.87,8.935000
Reeves,LA,2,5.05,2.525000
Reinbeck,IA,2,31.66,15.830000
Rentz,GA,2,16.20,8.100000
Repton,AL,2,55.56,27.780000
Republic,MO,2,14.65,7.325000
Aaronsburg,PA,2,47.61,23.805000
Abingdon,IL,2,107.53,53.765000
Abington,PA,2,28.78,14.390000
Ackworth,IA,2,63.55,31.775000
Addis,LA,2,26.60,13.300000
Adell,WI,2,114.94,57.470000
Afton,MN,2,11.19,5.595000
Akron,IA,2,19.67,9.835000
Akron,MI,2,31.79,15.895000
Alcalde,NM,2,32.01,16.005000
Aliquippa,PA,2,59.74,29.870000
Allenhurst,GA,2,17.47,8.735000
Allentown,NJ,2,66.66,33.330000
Alpha,IL,2,3.70,1.850000
Alpine,TX,2,12.99,6.495000
Altoona,FL,2,68.76,34.380000
Alvada,OH,2,37.40,18.700000
Amado,AZ,2,26.18,13.090000
Amboy,IN,2,139.17,69.585000
Amherst,MA,2,187.43,93.715000
Amite,LA,2,90.52,45.260000
Animas,NM,2,45.25,22.625000
Ansonia,OH,2,92.68,46.340000
Applegate,CA,2,26.09,13.045000
Arapahoe,NE,2,397.24,198.620000
Arcadia,LA,2,160.06,80.030000
Arcanum,OH,2,6.25,3.125000
Arendtsville,PA,2,19.69,9.845000
Argos,IN,2,141.93,70.965000
Arlington,IA,2,27.40,13.700000
Aromas,CA,2,63.23,31.615000
Arrey,NM,2,32.34,16.170000
Asbury,NJ,2,13.85,6.925000
"Asbury Park",NJ,2,39.68,19.840000
Ashley,OH,2,351.98,175.990000
Atlantic,PA,2,4.31,2.155000
Attalla,AL,2,2343.57,1171.785000
Attica,KS,2,15.13,7.565000
Atwood,IL,2,58.30,29.150000
Atwood,KS,2,118.10,59.050000
Aubrey,TX,2,172.28,86.140000
Aurora,OH,2,56.74,28.370000
"Avila Beach",CA,2,138.98,69.490000
Avon,IL,2,178.39,89.195000
Babbitt,MN,2,66.44,33.220000
Badger,MN,2,149.37,74.685000
Bainbridge,IN,2,24.65,12.325000
Bainbridge,PA,2,32.78,16.390000
Baltic,CT,2,31.77,15.885000
Bancroft,WI,2,62.68,31.340000
"Bar Harbor",ME,2,30.98,15.490000
Barney,GA,2,18.94,9.470000
Bassett,VA,2,47.26,23.630000
Batesburg,SC,2,65.40,32.700000
Batesville,TX,2,40.86,20.430000
Baxter,IA,2,441.18,220.590000
Bayport,NY,2,12.87,6.435000
Bedford,IA,2,27.08,13.540000
Beecher,IL,2,11.77,5.885000
Beggs,OK,2,105.08,52.540000
"Bel Alton",MD,2,25.60,12.800000
"Belews Creek",NC,2,284.31,142.155000
Belhaven,NC,2,92.86,46.430000
"Bell Buckle",TN,2,10.56,5.280000
Belleview,FL,2,16.44,8.220000
Bellwood,PA,2,15.22,7.610000
Belmond,IA,2,121.25,60.625000
Beloit,OH,2,40.76,20.380000
Belview,MN,2,86.92,43.460000
Benoit,MS,2,21.76,10.880000
Benton,IL,2,4.77,2.385000
Berkley,MA,2,162.51,81.255000
Berlin,PA,2,0.82,0.410000
Berwyn,PA,2,345.27,172.635000
Bethel,OH,2,34.30,17.150000
"Big Cabin",OK,2,58.40,29.200000
"Big Timber",MT,2,64.92,32.460000
Billings,MO,2,160.03,80.015000
Blackwater,MO,2,25.27,12.635000
Blair,SC,2,19.89,9.945000
Blakely,GA,2,68.38,34.190000
Blountstown,FL,2,27.19,13.595000
"Blue Grass",IA,2,22.69,11.345000
"Blue River",WI,2,51.15,25.575000
Bolckow,MO,2,51.89,25.945000
Bolton,MA,2,180.00,90.000000
Bolton,NC,2,85.92,42.960000
Bonham,TX,2,482.77,241.385000
"Bonner Springs",KS,2,13.09,6.545000
Booneville,AR,2,80.79,40.395000
Boonville,NY,2,711.07,355.535000
"Bowling Green",FL,2,39.60,19.800000
"Box Elder",SD,2,42.87,21.435000
"Boyes Hot Springs",CA,2,6.24,3.120000
Boylston,MA,2,81.78,40.890000
Bradner,OH,2,51.30,25.650000
Braham,MN,2,21.53,10.765000
Brandywine,WV,2,179.95,89.975000
Brecksville,OH,2,15.54,7.770000
Bremen,AL,2,30.93,15.465000
Brent,AL,2,32.62,16.310000
Brentwood,MD,2,456.32,228.160000
Bristolville,OH,2,182.37,91.185000
Broadway,NC,2,171.67,85.835000
Bronston,KY,2,179.28,89.640000
Bronwood,GA,2,4.30,2.150000
Brookston,IN,2,24.76,12.380000
Brownfield,TX,2,28.51,14.255000
"Browns Valley",MN,2,6.73,3.365000
Brunson,SC,2,14.94,7.470000
Bryant,AL,2,16.17,8.085000
"Bryant Pond",ME,2,47.30,23.650000
Buckner,KY,2,6.51,3.255000
Buffalo,WV,2,22.47,11.235000
Buras,LA,2,147.03,73.515000
Burbank,OH,2,23.05,11.525000
Burlington,TX,2,98.34,49.170000
Burlison,TN,2,67.69,33.845000
Burnettsville,IN,2,10.86,5.430000
"Burr Oak",MI,2,74.94,37.470000
Burt,IA,2,86.83,43.415000
Bussey,IA,2,139.59,69.795000
Buxton,ME,2,54.41,27.205000
Bybee,TN,2,230.65,115.325000
Byesville,OH,2,33.00,16.500000
Calabash,NC,2,85.14,42.570000
California,MO,2,42.32,21.160000
Camden,IN,2,12.97,6.485000
Campbellsburg,KY,2,78.41,39.205000
Candia,NH,2,35.07,17.535000
Caney,KS,2,120.00,60.000000
Caneyville,KY,2,1313.52,656.760000
Canisteo,NY,2,308.40,154.200000
Cannelton,IN,2,143.56,71.780000
Caraway,AR,2,53.32,26.660000
Carroll,NE,2,47.20,23.600000
Carson,IA,2,17.71,8.855000
Carson,ND,2,121.84,60.920000
Caruthers,CA,2,148.71,74.355000
Caryville,FL,2,84.62,42.310000
"Castle Rock",WA,2,89.20,44.600000
Castleton,VT,2,73.36,36.680000
"Castleton On Hudson",NY,2,52.46,26.230000
"Cave In Rock",IL,2,184.55,92.275000
Centreville,AL,2,7.99,3.995000
Chama,NM,2,78.26,39.130000
Chandler,IN,2,21.44,10.720000
"Chapel Hill",TN,2,41.74,20.870000
"Charles Town",WV,2,56.11,28.055000
Charleston,ME,2,24.68,12.340000
"Charlotte Court House",VA,2,14.82,7.410000
Chaska,MN,2,325.58,162.790000
Chaumont,NY,2,28.65,14.325000
Chelsea,VT,2,58.44,29.220000
Chesnee,SC,2,11.61,5.805000
Chilhowie,VA,2,2.64,1.320000
Chimacum,WA,2,100.92,50.460000
Chokio,MN,2,75.58,37.790000
"Clara City",MN,2,177.48,88.740000
Claremont,MN,2,27.29,13.645000
"Clay Center",KS,2,133.30,66.650000
Clayton,GA,2,15.06,7.530000
Cleveland,UT,2,83.57,41.785000
Clinton,SC,2,11.75,5.875000
Clintwood,VA,2,75.13,37.565000
Cloquet,MN,2,104.44,52.220000
Clyde,TX,2,24.23,12.115000
Cody,WY,2,125.29,62.645000
Cohutta,GA,2,31.99,15.995000
Colbert,GA,2,26.00,13.000000
Coleman,WI,2,4.29,2.145000
Colgate,WI,2,67.75,33.875000
Cologne,MN,2,76.97,38.485000
"Commercial Point",OH,2,84.66,42.330000
Concho,AZ,2,24.20,12.100000
Confluence,PA,2,94.53,47.265000
Congerville,IL,2,65.49,32.745000
Conley,GA,2,12.39,6.195000
Connelly,NY,2,17.08,8.540000
Coolidge,AZ,2,161.45,80.725000
Corinna,ME,2,80.60,40.300000
Corinth,ME,2,22.17,11.085000
Cornersville,TN,2,94.88,47.440000
Corrigan,TX,2,18.10,9.050000
Corry,PA,2,12.48,6.240000
Cortland,NE,2,68.52,34.260000
Corydon,IN,2,7.00,3.500000
Cotopaxi,CO,2,28.95,14.475000
Coulterville,CA,2,117.54,58.770000
Coulterville,IL,2,40.86,20.430000
Counce,TN,2,107.03,53.515000
Courtland,CA,2,82.13,41.065000
Cove,OR,2,41.35,20.675000
"Crescent City",FL,2,17.90,8.950000
Cresco,IA,2,101.38,50.690000
Creston,OH,2,57.78,28.890000
Crum,WV,2,99.08,49.540000
"Cuba City",WI,2,8.75,4.375000
Cullen,VA,2,89.13,44.565000
"Cumberland Foreside",ME,2,11.89,5.945000
Cutchogue,NY,2,48.21,24.105000
Cutler,IL,2,224.45,112.225000
Daisetta,TX,2,30.61,15.305000
Dale,NY,2,16.50,8.250000
Dallas,OR,2,97.73,48.865000
Dalton,OH,2,23.24,11.620000
Danforth,ME,2,18.73,9.365000
Danvers,MA,2,128.53,64.265000
Danville,IN,2,150.14,75.070000
Darien,IL,2,9.21,4.605000
Datil,NM,2,234.86,117.430000
Deal,NJ,2,15.64,7.820000
Deary,ID,2,16.97,8.485000
Decatur,MS,2,18.83,9.415000
"Deep Run",NC,2,13.83,6.915000
"Deer Island",OR,2,160.00,80.000000
Delano,MN,2,56.22,28.110000
Dexter,IA,2,2.16,1.080000
Dhaka,Bangladesh,2,62.89,31.445000
Donalsonville,GA,2,82.29,41.145000
Dora,MO,2,200.41,100.205000
Dothan,WV,2,5.57,2.785000
"Douglas City",CA,2,111.80,55.900000
Dover,FL,2,101.80,50.900000
"Du Bois",IL,2,27.05,13.525000
Dubuque,IA,2,110.80,55.400000
Duffield,VA,2,16.95,8.475000
Dugger,IN,2,24.01,12.005000
Dumont,IA,2,34.62,17.310000
Dunbar,PA,2,190.21,95.105000
Dunbar,WI,2,184.76,92.380000
Duncan,AZ,2,78.08,39.040000
Durant,FL,2,35.13,17.565000
Dyer,TN,2,82.41,41.205000
Earleville,MD,2,140.09,70.045000
Early,IA,2,18.06,9.030000
Early,TX,2,38.64,19.320000
"East Chatham",NY,2,127.59,63.795000
"East Hampton",CT,2,190.92,95.460000
"East Lynn",WV,2,85.94,42.970000
"East Montpelier",VT,2,124.31,62.155000
York,ME,2,7.39,3.695000
"Zephyr Cove",NV,2,11.87,5.935000
Zionsville,PA,2,39.07,19.535000
Zirconia,NC,2,30.95,15.475000
"York Beach",ME,1,162.34,162.340000
Youngsville,LA,1,6.30,6.300000
Yoncalla,OR,1,30.53,30.530000
Yolo,CA,1,5.04,5.040000
Yermo,CA,1,120.15,120.150000
Zavalla,TX,1,18.35,18.350000
Wysox,PA,1,89.39,89.390000
"Zolfo Springs",FL,1,19.83,19.830000
Yatahey,NM,1,32.49,32.490000
Yorkville,NY,1,2.94,2.940000
Rhinebeck,NY,1,160.06,160.060000
Rhoadesville,VA,1,3.17,3.170000
Rhome,TX,1,57.33,57.330000
Richfield,UT,1,2.60,2.600000
Richford,NY,1,143.33,143.330000
Richmond,UT,1,56.49,56.490000
"Richmond Hill",GA,1,15.73,15.730000
Rickman,TN,1,74.57,74.570000
Riddle,OR,1,19.57,19.570000
Ridgeway,MO,1,24.19,24.190000
Riegelsville,PA,1,29.21,29.210000
Riesel,TX,1,2.36,2.360000
Ripley,NY,1,11.08,11.080000
Ripley,OK,1,46.11,46.110000
Riverdale,NJ,1,7.04,7.040000
Riverside,IL,1,66.88,66.880000
Riverside,NJ,1,12.64,12.640000
Roanoke,IN,1,3.92,3.920000
"Robinson Creek",KY,1,40.77,40.770000
"Rochester Mills",PA,1,82.94,82.940000
"Rock Valley",IA,1,9.66,9.660000
Rockford,TN,1,9.82,9.820000
Rodeo,CA,1,45.89,45.890000
Roebuck,SC,1,95.97,95.970000
Rogers,MN,1,18.31,18.310000
Rogers,OH,1,8.39,8.390000
Rogers,TX,1,2.19,2.190000
Roland,AR,1,15.14,15.140000
Roopville,GA,1,13.59,13.590000
Rosanky,TX,1,6.30,6.300000
Roseland,LA,1,4.19,4.190000
Rosiclare,IL,1,209.33,209.330000
Rossiter,PA,1,8.81,8.810000
"Round O",SC,1,15.78,15.780000
"Rouses Point",NY,1,185.64,185.640000
Rowe,MA,1,4.37,4.370000
Rowe,NM,1,17.76,17.760000
Royal,AR,1,10.85,10.850000
"Royal Center",IN,1,29.95,29.950000
Royersford,PA,1,35.30,35.300000
Rubicon,WI,1,153.18,153.180000
Russell,NY,1,15.46,15.460000
Rydal,GA,1,48.30,48.300000
Sabinsville,PA,1,8.53,8.530000
"Sackets Harbor",NY,1,180.17,180.170000
"Safety Harbor",FL,1,21.60,21.600000
"Sagamore Beach",MA,1,91.74,91.740000
"Saint Anthony",ID,1,11.20,11.200000
"Saint Francis",ME,1,8.94,8.940000
